title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
Darkest Hour,125,7.4,218952,Joe Wright,Anthony McCarten,30000000,56443120,150807630,2017,11,22,Drama,War,NA,14873.574615765989,27983.69856222112,74768.28458106099
Crown Vic,110,6.4,8326,Joel Souza,Joel Souza,3600000,3868,3868,2019,11,8,Crime,Drama,NA,1783.0609212481427,1.91579990094106,1.91579990094106
The Book of Henry,105,6.6,29300,Colin Trevorrow,Gregg Hurwitz,10000000,4288104,4797845,2017,6,16,Crime,Drama,Thriller,4957.858205255329,2125.98116013882,2378.7035200793257
Almost Christmas,111,6.1,7843,David E. Talbert,David E. Talbert,17000000,42065185,42493506,2016,11,11,Comedy,Drama,Romance,8432.539682539682,20865.667162698413,21078.127976190477
All Saints,108,6.2,1926,Steve Gomer,Steve Armour,2000000,5802208,5946780,2017,8,23,Drama,NA,NA,991.571641051066,2876.6524541398117,2948.329201784829
On the Basis of Sex,120,7.1,37949,Mimi Leder,Daniel Stiepleman,20000000,24704837,38780888,2018,11,23,Biography,Drama,NA,9910.802775024777,12242.23835480674,19217.486620416254
Collateral Beauty,97,6.8,104665,David Frankel,Allan Loeb,36000000,31016021,85309093,2016,12,16,Drama,Romance,NA,17857.14285714286,15384.931051587302,42316.0183531746
It Comes at Night,91,6.2,102341,Trey Edward Shults,Trey Edward Shults,5000000,13985117,19720203,2017,6,9,Drama,Horror,Mystery,2478.9291026276646,6933.62270699058,9776.997025285076
Believe,119,5.1,474,Billy Dickson,Billy Dickson,3500000,890303,890303,2016,12,2,Drama,NA,NA,1736.111111111111,441.61855158730157,441.61855158730157
Bumblebee,114,6.7,186748,Travis Knight,Christina Hodson,102000000,127195589,465195589,2018,12,13,Action,Adventure,Sci-Fi,50545.09415262636,63030.51982160555,230523.0867195243
Personal Shopper,105,6.1,42983,Olivier Assayas,Olivier Assayas,6400000,1305195,3804977,2016,11,19,Mystery,Thriller,NA,3174.6031746031745,647.4181547619048,1887.389384920635
American Hero,86,5.0,4450,Nick Love,Nick Love,1000000,0,107590,2015,12,11,Action,Comedy,Drama,496.27791563275434,0.0,53.39454094292804
Air Strike,120,3.2,4761,Xiao Feng,Ping Chen,65000000,0,516279,2018,10,26,Action,Adventure,Drama,32210.109018830524,0.0,255.83696729435084
Unfriended: Dark Web,92,6.0,37939,Stephen Susco,Stephen Susco,1000000,8866745,16434588,2018,7,19,Horror,Mystery,Thriller,495.5401387512388,4393.828047571853,8143.998017839445
Sultan,170,7.0,51620,Ali Abbas Zafar,Ali Abbas Zafar,11000000,5599781,72989781,2016,7,1,Action,Drama,Romance,5456.349206349207,2777.6691468253966,36205.24851190476
Rebirth,100,5.0,5846,Karl Mueller,Karl Mueller,2000000,0,0,2016,7,15,Thriller,NA,NA,992.063492063492,0.0,0.0
The Resurrection of Gavin Stone,91,6.3,2503,Dallas Jenkins,Andrea Gyertson Nasfell,2000000,2303792,2303792,2017,1,20,Comedy,Drama,Family,991.571641051066,1142.1874070401586,1142.1874070401586
The Wretched,95,5.4,29,Nathaniel Davis,Nathaniel Davis,66000,1815440,4594221,2020,5,1,Horror,NA,NA,32.67326732673267,898.7326732673267,2274.366831683168
Lady Bird,94,7.4,324401,Greta Gerwig,Greta Gerwig,10000000,48958273,80120944,2017,11,3,Comedy,Drama,NA,4957.858205255329,24272.817550818047,39722.827962320276
Brothers,68,7.4,85,Wojciech Staron,Wojciech Staron,13000000,656688,17856688,2015,8,13,Documentary,NA,NA,6451.612903225807,325.8997518610422,8861.879900744418
The Forest,109,6.4,323,Paul Spurrier,Paul Spurrier,10000000,26594261,40749230,2016,1,7,Drama,Fantasy,Horror,4960.31746031746,13191.597718253968,20212.911706349205
Dunkirk,106,7.8,732365,Christopher Nolan,Christopher Nolan,150000000,190068280,512390011,2017,7,18,Action,Drama,History,74367.87307882994,94233.15815567675,254035.70203272186
"Three Billboards Outside Ebbing, Missouri",115,8.1,550615,Martin McDonagh,Martin McDonagh,12000000,54513740,161158351,2017,11,10,Comedy,Crime,Drama,5949.429846306396,27027.139315815566,79900.02528507684
Get Out,104,7.8,687845,Jordan Peele,Jordan Peele,5000000,175837935,252297405,2017,2,24,Horror,Mystery,Thriller,2478.9291026276646,87177.95488349033,125085.4759543877
Sicario: Day of the Soldado,122,7.1,165036,Stefano Sollima,Taylor Sheridan,35000000,50065850,76346094,2018,6,25,Action,Crime,Drama,17343.90485629336,24809.638255698712,37832.554013875124
Heist,47,7.3,12,K.W. Jones,K.W. Jones,8900000,50136,3324131,2015,11,12,Action,NA,NA,4416.873449131514,24.881389578163773,1649.6928039702234
Forsaken,89,2.0,631,Tristan Price,Tristan Price,18000000,0,0,2016,2,19,Horror,NA,NA,8928.57142857143,0.0,0.0
Annabelle: Creation,109,6.5,149743,David F. Sandberg,Gary Dauberman,15000000,102092201,305384865,2017,8,2,Horror,Mystery,Thriller,7436.787307882994,50615.865642042634,151405.4858701041
The Land,104,6.4,1860,Steven Caple Jr.,Steven Caple Jr.,1000000,43756,43756,2016,7,29,Drama,NA,NA,496.031746031746,21.70436507936508,21.70436507936508
Operation Finale,122,6.6,48484,Chris Weitz,Matthew Orton,20000000,17612099,17612099,2018,8,29,Biography,Drama,History,9910.802775024777,8727.501982160555,8727.501982160555
The Eyes of My Mother,76,6.2,14348,Nicolas Pesce,Nicolas Pesce,300000,27099,48539,2016,12,2,Drama,Horror,Thriller,148.8095238095238,13.441964285714286,24.07688492063492
How It Ends,113,5.1,58164,David M. Rosenthal,Brooks McLaren,20000000,0,0,2018,7,13,Action,Drama,Horror,9910.802775024777,0.0,0.0
Step Sisters,108,5.5,4851,Charles Stone III,Chuck Hayward,10000000,0,0,2018,1,19,Comedy,NA,NA,4955.401387512388,0.0,0.0
Happy Death Day,96,6.6,161036,Christopher Landon,Scott Lobdell,5000000,55683845,125010260,2017,10,11,Comedy,Horror,Mystery,2478.9291026276646,27607.260783341597,61978.31432821021
The Little Prince,49,8.0,5,Nicky Maas,Nicky Maas,77500000,1311213,102027275,2015,7,29,Documentary,NA,NA,38461.53846153846,650.7260545905707,50633.88337468982
Wish Upon,90,5.1,22744,John R. Leonetti,Barbara Marshall,12000000,14301505,23477345,2017,7,14,Drama,Fantasy,Horror,5949.429846306396,7090.483391175012,11639.73475458602
Wind River,107,7.7,278516,Taylor Sheridan,Taylor Sheridan,11000000,33800859,44984979,2017,6,16,Crime,Drama,Mystery,5453.644025780863,16757.986613782847,22302.91472483887
Detroit,143,7.3,55742,Kathryn Bigelow,Mark Boal,40000000,16790139,26033563,2017,7,28,Crime,Drama,History,19831.432821021317,8324.312840852752,12907.071393158156
Logan Lucky,118,7.0,161314,Steven Soderbergh,Jules Asner,29000000,27778642,49046121,2017,8,18,Action,Comedy,Crime,14377.788795240456,13772.256817055033,24316.371343579573
Bright,117,6.3,200761,David Ayer,Max Landis,90000000,0,0,2017,12,13,Action,Fantasy,Thriller,44620.723847297966,0.0,0.0
"I, Tonya",119,7.5,240644,Craig Gillespie,Steven Rogers,11000000,30014534,53797409,2017,12,8,Biography,Comedy,Drama,5453.644025780863,14880.780366881507,26671.99256321269
Mid90s,85,7.3,76925,Jonah Hill,Jonah Hill,2800000,7362439,9186903,2018,10,19,Comedy,Drama,NA,1387.5123885034689,3648.384043607532,4552.479187314172
Brawl in Cell Block 99,132,7.1,74759,S. Craig Zahler,S. Craig Zahler,4000000,0,79208,2017,10,6,Action,Crime,Drama,1983.143282102132,0.0,39.270203272186414
Traffik,96,5.9,21350,Deon Taylor,Deon Taylor,4000000,9186156,9561231,2018,4,20,Action,Thriller,NA,1982.1605550049553,4552.109018830525,4737.973736372646
Sorry to Bother You,112,6.9,87498,Boots Riley,Boots Riley,3200000,17493096,18285560,2018,7,6,Comedy,Drama,Fantasy,1585.7284440039643,8668.53121902874,9061.228939544104
Home Again,97,5.8,34871,Hallie Meyers-Shyer,Hallie Meyers-Shyer,15000000,27020284,37336874,2017,9,8,Comedy,Drama,Romance,7436.787307882994,13396.27367377293,18511.092711948437
Just Getting Started,91,4.6,8277,Ron Shelton,Ron Shelton,22000000,6069605,6756412,2017,12,8,Comedy,Crime,NA,10907.288051561725,3009.2240951908775,3349.7332672285575
Wheelman,82,6.4,22197,Jeremy Rush,Jeremy Rush,5000000,0,0,2017,10,20,Action,Crime,Thriller,2478.9291026276646,0.0,0.0
Insidious: The Last Key,103,5.7,71046,Adam Robitel,Leigh Whannell,10000000,67745330,172811971,2018,1,3,Horror,Mystery,Thriller,4955.401387512388,33570.53022794846,85635.26808721507
The Possession of Hannah Grace,86,5.2,25538,Diederik Van Rooijen,Brian Sieve,6000000,14836174,42873730,2018,11,28,Horror,Mystery,Thriller,2973.240832507433,7351.919722497522,21245.654112983153
Skyscraper,102,5.8,132933,Rawson Marshall Thurber,Rawson Marshall Thurber,125000000,68420120,304858121,2018,7,5,Action,Adventure,Thriller,61942.51734390486,33904.915758176416,151069.43557978197
Phantom Thread,130,7.4,144347,Paul Thomas Anderson,Paul Thomas Anderson,35000000,21198205,47505098,2017,12,25,Drama,Romance,NA,17352.503718393655,10509.769459593455,23552.353991075855
Hotel Artemis,94,6.1,57949,Drew Pearce,Drew Pearce,15000000,6708137,13316627,2018,6,7,Action,Crime,Drama,7433.102081268583,3324.151139742319,6598.9231912784935
Miss Bala,104,5.8,12588,Catherine Hardwicke,Gareth Dunnet-Alcocer,15000000,14998027,15364632,2019,1,30,Action,Crime,Drama,7429.420505200595,7428.44328875681,7610.020802377415
Life Itself,117,6.9,24441,Dan Fogelman,Dan Fogelman,10000000,4095431,7960474,2018,9,21,Drama,Romance,NA,4955.401387512388,2029.4504459861248,3944.7343904856293
Columbus,104,7.2,20700,Kogonada,Kogonada,700000,1017107,1110511,2017,8,4,Drama,NA,NA,347.0500743678731,504.26722855726325,550.5756073376301
"Roman J. Israel, Esq.",122,6.5,42875,Dan Gilroy,Dan Gilroy,22000000,11962712,12967012,2017,11,17,Crime,Drama,Thriller,10907.288051561725,5930.942984630639,6428.860684184432
Acrimony,120,5.9,9955,Tyler Perry,Tyler Perry,20000000,43549096,46627836,2018,3,29,Drama,Horror,Romance,9910.802775024777,21580.32507433102,23105.96432111001
Late Night,102,6.5,40604,Nisha Ganatra,Mindy Kaling,4000000,15500045,22373378,2019,6,7,Comedy,Drama,NA,1981.1788013868252,7677.090143635463,11081.415552253591
Irreplaceable You,96,6.4,10373,Stephanie Laing,Bess Wohl,10000000,0,0,2018,2,16,Comedy,Drama,Romance,4955.401387512388,0.0,0.0
The First Purge,97,5.2,70333,Gerard McMurray,James DeMonaco,13000000,69488745,137054597,2018,7,4,Action,Horror,Sci-Fi,6442.021803766105,34434.46233894945,67916.05401387512
Roma,135,7.7,168935,Alfonso Cuarón,Alfonso Cuarón,15000000,0,1903062,2018,11,30,Drama,NA,NA,7433.102081268583,0.0,943.0436075322101
Assassination Nation,108,6.0,21554,Sam Levinson,Sam Levinson,7000000,2005142,2852759,2018,9,21,Action,Comedy,Crime,3468.780971258672,993.6283448959366,1413.6565906838455
A Ghost Story,92,6.8,78926,David Lowery,David Lowery,100000,1594798,2769782,2017,7,7,Drama,Fantasy,Mystery,49.578582052553294,790.6782350024789,1373.2186415468518
Vice,132,7.2,161279,Adam McKay,Adam McKay,60000000,47836282,70893782,2018,12,21,Biography,Comedy,Drama,29732.40832507433,23704.79781962339,35130.71456888008
Patti Cake$,109,6.8,10509,Geremy Jasper,Geremy Jasper,1000000,800148,1471090,2017,8,18,Drama,Music,NA,495.785820525533,396.70203272186416,729.3455627169063
The Suicide Squad,132,7.2,404222,James Gunn,James Gunn,185000000,55817425,167097737,2021,7,28,Action,Adventure,Comedy,91538.84215734784,27618.715982187037,82680.72093023256
Bombshell,109,6.8,126071,Jay Roach,Charles Randolph,32000000,31762808,61404394,2019,12,13,Biography,Drama,NA,15849.430411094601,15731.950470529966,30413.27092620109
Serenity,106,5.4,44989,Steven Knight,Steven Knight,25000000,8547045,13008804,2019,1,24,Drama,Mystery,Thriller,12382.367508667658,4233.306092124814,6443.191679049034
Upgrade,100,7.5,204920,Leigh Whannell,Leigh Whannell,3000000,11977130,16976561,2018,6,1,Action,Sci-Fi,Thriller,1486.6204162537165,5935.148662041625,8412.56739345887
The Beach Bum,95,5.5,24661,Harmony Korine,Harmony Korine,5000000,3502600,4267808,2019,3,21,Comedy,NA,NA,2476.4735017335315,1734.8192174343735,2113.822684497276
Jay and Silent Bob Reboot,105,5.6,28095,Kevin Smith,Kevin Smith,10000000,4589490,4730228,2019,10,18,Action,Adventure,Comedy,4952.947003467063,2273.150074294205,2342.8568598315996
Dark Phoenix,113,5.7,203134,Simon Kinberg,Simon Kinberg,200000000,65845974,246356895,2019,6,5,Action,Adventure,Sci-Fi,99058.94006934126,32613.161961367012,122019.26448736999
Bad Times at the El Royale,141,7.1,163555,Drew Goddard,Drew Goddard,32000000,17839115,31178942,2018,9,27,Crime,Drama,Mystery,15857.284440039643,8839.997522299307,15450.417244796829
The Intruder,102,5.6,19491,Deon Taylor,David Loughery,8000000,35388976,40597401,2019,5,1,Horror,Thriller,NA,3962.3576027736503,17527.97226349678,20107.677563150075
Tenet,150,7.3,583490,Christopher Nolan,Christopher Nolan,205000000,58504105,359518466,2020,8,26,Action,Sci-Fi,Thriller,101485.14851485149,28962.428217821784,177979.4386138614
The Kid Who Would Be King,120,6.1,18544,Joe Cornish,Joe Cornish,59000000,16790790,28296983,2019,1,18,Action,Adventure,Family,29222.38732045567,8316.389301634472,14015.345715700842
Glass,129,6.6,264996,M. Night Shyamalan,M. Night Shyamalan,20000000,111048468,246999039,2019,1,17,Drama,Horror,Sci-Fi,9905.894006934126,55001.717682020804,122337.31500742942
Summerland,99,7.0,9117,Jessica Swale,Jessica Swale,1100000,58434,1414596,2020,6,24,Drama,Romance,War,544.5544554455446,28.927722772277228,700.2950495049505
Peppermint,101,6.5,70351,Pierre Morel,Chad St. John,25000000,35418723,51800758,2018,9,7,Action,Thriller,NA,12388.503468780971,17551.398909811694,25669.354806739346
Us,116,6.8,337699,Jordan Peele,Jordan Peele,20000000,175084580,256022707,2019,3,20,Horror,Mystery,Thriller,9905.894006934126,86718.46458642892,126806.68994551759
Palmer,110,7.3,43215,Fisher Stevens,Cheryl Guerriero,6713933,0,0,2021,1,29,Drama,NA,NA,3322.0846115784266,0.0,0.0
Resident Evil: Welcome to Raccoon City,107,5.2,63234,Johannes Roberts,Johannes Roberts,25000000,17000612,41909091,2021,11,24,Action,Horror,Sci-Fi,12370.113805047007,8411.980207817913,20736.80900544285
Johnny English Strikes Again,89,6.2,82571,David Kerr,William Davies,30000000,4412170,159369278,2018,9,13,Action,Adventure,Comedy,14866.204162537166,2186.4073339940537,78973.87413280476
Midway,138,6.7,93738,Roland Emmerich,Wes Tooke,100000000,56846802,126815030,2019,11,7,Action,Drama,History,49529.47003467063,28155.919762258545,62810.812283308565
Coco,98,7.2,39,Neil Boultby,Neil Boultby,175000000,210460015,796514370,2017,10,27,Horror,NA,NA,86762.51859196827,104343.09122459097,394900.530490828
Eighth Grade,93,7.4,81944,Bo Burnham,Bo Burnham,2000000,13539710,14348020,2018,7,13,Comedy,Drama,NA,991.0802775024777,6709.469772051536,7110.01982160555
Velvet Buzzsaw,113,5.7,65693,Dan Gilroy,Dan Gilroy,21000000,0,0,2019,2,1,Horror,Mystery,Thriller,10401.188707280831,0.0,0.0
The Rhythm Section,109,5.4,19541,Reed Morano,Mark Burnell,50000000,5437971,5983043,2020,1,31,Action,Drama,Mystery,24752.47524752475,2692.0648514851487,2961.9024752475248
Triangle of Sadness,147,7.3,174048,Ruben Östlund,Ruben Östlund,15600000,4608096,32890983,2022,7,28,Comedy,Drama,NA,7715.13353115727,2278.9792284866467,16266.55934718101
Uncle Drew,103,5.8,15568,Charles Stone III,Jay Longino,18000000,42469946,46594261,2018,6,27,Comedy,Drama,Sport,8919.7224975223,21045.562933597623,23089.32656095144
Black and Blue,108,6.4,26463,Deon Taylor,Peter A. Dowling,12000000,22012729,22730144,2019,10,23,Action,Thriller,NA,5943.536404160475,10902.788013868252,11258.119861317484
Anna,118,6.6,92537,Luc Besson,Luc Besson,30000000,7743794,32825217,2019,6,19,Action,Thriller,NA,14858.84101040119,3835.4601287766222,16258.15601783061
The Great Wall,72,6.8,56,Tadhg O'Sullivan,Franz Kafka,150000000,45157105,334486852,2016,12,15,Documentary,NA,NA,74404.76190476191,22399.35763888889,165916.09722222222
Marriage Story,137,7.9,343337,Noah Baumbach,Noah Baumbach,18000000,0,321463,2019,11,27,Drama,Romance,NA,8915.304606240714,0.0,159.21892025755324
Stuber,93,6.2,51128,Michael Dowse,Tripper Clancy,16000000,22370452,29634023,2019,7,11,Action,Comedy,Crime,7924.715205547301,11079.966319960376,14677.574541852402
Greenland,119,6.4,131781,Ric Roman Waugh,Chris Sparling,34000000,0,40629075,2020,7,31,Action,Thriller,NA,16831.68316831683,0.0,20113.403465346535
Hereditary,127,7.3,372668,Ari Aster,Ari Aster,10000000,44069456,81115343,2018,6,1,Drama,Horror,Mystery,4955.401387512388,21838.184340931617,40195.90832507433
Spotlight,99,7.8,19,Sunkanmi Adebayo,Anthony Kehinde Joseph,20000000,45055776,91902438,2015,11,6,Drama,NA,NA,9925.558312655086,22360.18660049628,45609.15037220844
The Photograph,106,6.1,6156,Stella Meghie,Stella Meghie,15000000,20578185,20704381,2020,2,14,Drama,Romance,NA,7425.742574257426,10187.220297029702,10249.693564356436
Nobody,92,7.4,320167,Ilya Naishuller,Derek Kolstad,16000000,27568035,57512470,2021,3,19,Action,Crime,Drama,7916.872835230084,13640.789213260761,28457.43196437407
Dragon Ball Super: Broly,100,7.7,31170,Tatsuya Nagamine,Akira Toriyama,8500000,30376755,122740616,2018,12,14,Action,Adventure,Animation,4212.09117938553,15052.90138751239,60822.901883052524
Red Notice,118,6.3,314526,Rawson Marshall Thurber,Rawson Marshall Thurber,150000000,0,173638,2021,11,4,Action,Comedy,Thriller,74220.68283028204,0.0,85.91687283523008
Come Play,96,5.8,17934,Jacob Chase,Jacob Chase,9000000,10475990,12624174,2020,10,29,Drama,Horror,Mystery,4455.445544554455,5186.133663366337,6249.591089108911
High Flying Bird,90,6.2,9214,Steven Soderbergh,Tarell Alvin McCraney,2000000,0,0,2019,2,8,Drama,Sport,NA,990.5894006934126,0.0,0.0
Honey Boy,94,7.2,40559,Alma Har'el,Shia LaBeouf,3500000,3012615,3415721,2019,11,7,Drama,NA,NA,1733.531451213472,1492.1322436849925,1691.7885091629519
The Report,119,7.2,50212,Scott Z. Burns,Scott Z. Burns,8000000,0,242788,2019,11,8,Biography,Crime,Drama,3962.3576027736503,0.0,120.25160970777613
All My Life,91,6.3,6010,Marc Meyers,Todd Rosenberg,25000000,913935,2024063,2020,10,23,Drama,Romance,NA,12376.237623762376,452.4430693069307,1002.0113861386138
The Tax Collector,95,4.8,15249,David Ayer,David Ayer,30000000,1044212,1309971,2020,8,7,Action,Crime,Drama,14851.485148514852,516.9366336633664,648.5004950495049
The Way Back,108,6.7,52283,Gavin O'Connor,Brad Ingelsby,23000000,13590514,14563409,2020,3,5,Drama,Sport,NA,11386.138613861385,6727.977227722772,7209.608415841584
Fahrenheit 11/9,128,7.2,20317,Michael Moore,Michael Moore,5000000,6352306,6653715,2018,9,21,Documentary,NA,NA,2477.700693756194,3147.822596630327,3297.182854311199
The Farewell,100,7.5,70559,Lulu Wang,Lulu Wang,3000000,17700478,25466013,2019,7,12,Comedy,Drama,NA,1485.8841010401188,8766.952947003467,12613.181277860327
Corpus Christi,115,7.7,21690,Jan Komasa,Mateusz Pacewicz,1300000,127240,10951283,2019,10,11,Drama,NA,NA,643.8831104507182,63.02129767211491,5424.112431896979
Midsommar,148,7.1,395438,Ari Aster,Ari Aster,9000000,27426363,46739562,2019,7,3,Drama,Horror,Mystery,4457.652303120357,13584.132243684993,23149.8573551263
T-34,139,6.8,14162,Aleksey Sidorov,Aleksey Sidorov,10000000,0,39526616,2018,12,27,Action,War,NA,4955.401387512388,0.0,19587.024777006936
Knives Out,130,7.9,766257,Rian Johnson,Rian Johnson,40000000,165364060,312898746,2019,11,27,Comedy,Crime,Drama,19811.788013868252,81903.94254581476,154977.09063893015
Pocahontas,53,2.0,76,Roswitha Haas,Roswitha Haas,55000000,141579773,347100000,1995,6,10,Animation,NA,NA,27568.922305764412,70967.30476190476,173984.96240601502
Brahms: The Boy II,86,4.7,20371,William Brent Bell,Stacey Menear,10000000,12611536,18968326,2020,2,20,Drama,Horror,Mystery,4950.495049504951,6243.3346534653465,9390.260396039605
Spiral,92,7.0,46,Sofiene Mamdi,Sofiene Mamdi,20000000,23216862,39519588,2021,5,12,Drama,NA,NA,9896.091044037605,11487.80900544285,19554.4720435428
Blue Beetle,127,6.0,90500,Angel Manuel Soto,Gareth Dunnet-Alcocer,120000000,72541501,128777017,2023,8,16,Action,Adventure,Sci-Fi,59317.84478497281,35858.37913989125,63656.45921898171
Occupied City,266,6.5,358,Steve McQueen,Bianca Stigter,5000000,0,148478,2023,11,30,Documentary,History,War,2471.576866040534,0.0,73.39495798319328
King Richard,144,7.5,134034,Reinaldo Marcus Green,Zach Baylin,50000000,15138334,37994866,2021,11,18,Biography,Drama,Sport,24740.227610094014,7490.516575952499,18800.032657100444
Voyagers,108,5.5,25892,Neil Burger,Neil Burger,29000000,3149935,4131781,2021,4,8,Adventure,Mystery,Sci-Fi,14349.332013854528,1558.6021771400297,2044.424047501237
